in-store_num,region_num,TransactionType,RegionName,Age,AgeGroup,ItemsPerPurchcase,AmountGroup,AmountPerPurchase,AmountPerItem
0,2,online,South,63,62-85,7,5-285,31.285,4.47
1,1,in-store,North,52,46-61,3,583-1233,959.04,319.68
1,4,in-store,West,51,46-61,3,5-285,68.334,22.78
1,1,in-store,North,21,18-30,7,583-1233,1012.9,144.70
0,3,online,East,26,18-30,2,1234-3000,1452.6,726.30
0,2,online,South,78,62-85,2,5-285,33.091,16.55
0,4,online,West,47,46-61,3,583-1233,932.81,310.94
1,3,in-store,East,67,62-85,2,583-1233,795.3,397.65
1,4,in-store,West,26,18-30,4,1234-3000,1278.2,319.55
0,2,online,South,64,62-85,4,286-582,466.88,116.72
1,1,in-store,North,48,46-61,7,583-1233,845.7,120.81
1,1,in-store,North,55,46-61,3,5-285,161,53.67
0,3,online,East,57,46-61,7,583-1233,661.42,94.49
1,3,in-store,East,44,31-45,4,5-285,137.74,34.44
1,1,in-store,North,52,46-61,7,286-582,325.69,46.53
1,1,in-store,North,34,31-45,6,286-582,528.99,88.17
1,3,in-store,East,45,31-45,5,286-582,468.37,93.67
0,4,online,West,30,18-30,4,1234-3000,2874.8,718.70
1,3,in-store,East,32,31-45,7,286-582,564.45,80.64
0,4,online,West,54,46-61,4,1234-3000,1410.6,352.65
1,3,in-store,East,39,31-45,3,286-582,286.17,95.39
1,4,in-store,West,26,18-30,4,1234-3000,1920,480.00
0,4,online,West,26,18-30,4,1234-3000,1499.8,374.95
1,4,in-store,West,21,18-30,3,1234-3000,1820.3,606.77
1,3,in-store,East,61,46-61,2,286-582,379.07,189.54
0,2,online,South,53,46-61,2,5-285,158.74,79.37
1,4,in-store,West,34,31-45,5,1234-3000,1910.1,382.02
0,2,online,South,47,46-61,5,286-582,335.17,67.03
0,4,online,West,61,46-61,7,583-1233,667.49,95.36
0,4,online,West,20,18-30,6,583-1233,1206.6,201.10
1,3,in-store,East,73,62-85,6,583-1233,696.43,116.07
1,1,in-store,North,72,62-85,2,5-285,128.11,64.06
0,4,online,West,22,18-30,4,1234-3000,2291.6,572.90
1,1,in-store,North,49,46-61,6,286-582,417.52,69.59
0,4,online,West,48,46-61,3,583-1233,668.96,222.99
0,2,online,South,29,18-30,4,5-285,242.3,60.58
0,4,online,West,26,18-30,2,5-285,165.12,82.56
0,4,online,West,20,18-30,3,1234-3000,1378.4,459.47
0,2,online,South,46,46-61,3,5-285,92.194,30.73
1,4,in-store,West,41,31-45,8,286-582,581.13,72.64
1,4,in-store,West,49,46-61,4,286-582,581.44,145.36
1,1,in-store,North,69,62-85,4,286-582,289.22,72.31
0,4,online,West,23,18-30,4,1234-3000,1751.8,437.95
1,3,in-store,East,27,18-30,7,286-582,568.14,81.16
0,2,online,South,39,31-45,7,5-285,249.18,35.60
0,4,online,West,34,31-45,8,5-285,266.23,33.28
0,2,online,South,34,31-45,4,5-285,254.8,63.70
0,4,online,West,35,31-45,6,1234-3000,2084.4,347.40
0,4,online,West,39,31-45,2,1234-3000,2653.9,1326.95
1,1,in-store,North,53,46-61,7,583-1233,737.65,105.38
1,3,in-store,East,28,18-30,3,583-1233,831.22,277.07
0,2,online,South,53,46-61,4,5-285,126.88,31.72
1,4,in-store,West,23,18-30,5,286-582,302.29,60.46
1,1,in-store,North,54,46-61,1,5-285,96.821,96.82
1,1,in-store,North,26,18-30,3,1234-3000,1403.3,467.77
1,3,in-store,East,33,31-45,2,583-1233,767.76,383.88
0,4,online,West,27,18-30,3,1234-3000,1444.2,481.40
1,4,in-store,West,25,18-30,8,583-1233,1146.2,143.28
1,3,in-store,East,72,62-85,7,583-1233,789.27,112.75
1,1,in-store,North,37,31-45,3,286-582,328.92,109.64
0,2,online,South,29,18-30,4,286-582,291.11,72.78
0,3,online,East,63,62-85,5,5-285,172.37,34.47
0,2,online,South,60,46-61,7,5-285,51.046,7.29
0,2,online,South,57,46-61,6,286-582,492.56,82.09
0,3,online,East,50,46-61,6,1234-3000,2522.2,420.37
0,2,online,South,77,62-85,5,286-582,445.64,89.13
0,4,online,West,53,46-61,3,1234-3000,2060.2,686.73
1,4,in-store,West,46,46-61,7,1234-3000,1814,259.14
0,2,online,South,75,62-85,7,5-285,146.03,20.86
0,2,online,South,84,62-85,7,5-285,207.08,29.58
1,3,in-store,East,37,31-45,2,286-582,329.59,164.80
1,3,in-store,East,60,46-61,7,5-285,269.9,38.56
0,4,online,West,46,46-61,2,1234-3000,1540.6,770.30
0,4,online,West,47,46-61,1,5-285,216.68,216.68
0,2,online,South,35,31-45,3,5-285,232.48,77.49
0,2,online,South,54,46-61,4,5-285,234.82,58.71
0,2,online,South,39,31-45,3,286-582,399.5,133.17
1,4,in-store,West,22,18-30,6,583-1233,952.57,158.76
1,4,in-store,West,51,46-61,4,1234-3000,1924.3,481.08
0,3,online,East,61,46-61,5,5-285,216.58,43.32
1,3,in-store,East,59,46-61,4,5-285,72.668,18.17
1,1,in-store,North,30,18-30,2,583-1233,900.59,450.30
1,4,in-store,West,41,31-45,4,5-285,263.97,65.99
1,4,in-store,West,29,18-30,1,583-1233,757.73,757.73
1,3,in-store,East,30,18-30,5,5-285,230.84,46.17
0,2,online,South,76,62-85,7,5-285,164.29,23.47
1,1,in-store,North,53,46-61,2,5-285,123.79,61.90
0,2,online,South,77,62-85,2,286-582,418.89,209.45
0,2,online,South,59,46-61,7,286-582,381.99,54.57
1,1,in-store,North,54,46-61,2,1234-3000,1917.4,958.70
0,2,online,South,57,46-61,6,5-285,41.582,6.93
1,4,in-store,West,51,46-61,8,583-1233,1087.5,135.94
0,3,online,East,47,46-61,7,1234-3000,2127.2,303.89
0,4,online,West,29,18-30,3,1234-3000,1530.8,510.27
0,4,online,West,31,31-45,4,583-1233,635.03,158.76
0,2,online,South,41,31-45,3,286-582,467.69,155.90
0,3,online,East,25,18-30,2,583-1233,629.97,314.99
0,2,online,South,52,46-61,7,286-582,422.96,60.42
1,4,in-store,West,44,31-45,7,1234-3000,1590.7,227.24
0,3,online,East,45,31-45,4,1234-3000,2687.1,671.78
0,2,online,South,47,46-61,3,286-582,348.81,116.27
1,1,in-store,North,68,62-85,2,286-582,514.54,257.27
0,2,online,South,43,31-45,7,286-582,401.6,57.37
1,4,in-store,West,50,46-61,4,286-582,544.87,136.22
0,2,online,South,63,62-85,4,286-582,494.05,123.51
0,2,online,South,81,62-85,6,5-285,262.96,43.83
1,1,in-store,North,54,46-61,2,1234-3000,1331.2,665.60
0,4,online,West,38,31-45,7,583-1233,961.62,137.37
1,3,in-store,East,46,46-61,6,583-1233,660.3,110.05
1,4,in-store,West,33,31-45,5,583-1233,1058.7,211.74
1,1,in-store,North,68,62-85,2,286-582,296.05,148.03
0,4,online,West,45,31-45,2,583-1233,972.63,486.32
0,2,online,South,66,62-85,5,286-582,360.73,72.15
0,4,online,West,61,46-61,5,1234-3000,2212.3,442.46
0,2,online,South,77,62-85,2,286-582,304.03,152.02
1,3,in-store,East,44,31-45,5,583-1233,614.63,122.93
1,3,in-store,East,35,31-45,7,286-582,309.42,44.20
0,2,online,South,32,31-45,6,5-285,113.76,18.96
1,4,in-store,West,53,46-61,4,1234-3000,1624.3,406.08
1,4,in-store,West,36,31-45,6,583-1233,820.91,136.82
1,1,in-store,North,32,31-45,7,583-1233,1209.6,172.80
0,4,online,West,49,46-61,8,1234-3000,2568,321.00
1,1,in-store,North,62,62-85,3,583-1233,796.88,265.63
1,3,in-store,East,57,46-61,4,5-285,199.74,49.94
1,1,in-store,North,42,31-45,6,583-1233,1142.4,190.40
1,1,in-store,North,44,31-45,7,583-1233,937.33,133.90
0,2,online,South,51,46-61,4,5-285,181.99,45.50
1,4,in-store,West,51,46-61,3,1234-3000,1435.9,478.63
1,4,in-store,West,46,46-61,1,1234-3000,1549.9,1549.90
0,4,online,West,55,46-61,7,583-1233,901.69,128.81
1,4,in-store,West,55,46-61,4,583-1233,615.5,153.88
0,3,online,East,59,46-61,5,286-582,394.55,78.91
0,3,online,East,36,31-45,7,1234-3000,2414.7,344.96
0,4,online,West,53,46-61,6,1234-3000,2162.7,360.45
1,4,in-store,West,55,46-61,4,1234-3000,1554,388.50
1,4,in-store,West,19,18-30,2,1234-3000,1911.4,955.70
0,3,online,East,42,31-45,5,286-582,372.89,74.58
0,4,online,West,21,18-30,6,1234-3000,2499.8,416.63
1,1,in-store,North,59,46-61,4,286-582,393.7,98.43
0,2,online,South,59,46-61,7,5-285,69.953,9.99
1,4,in-store,West,48,46-61,4,583-1233,761.73,190.43
0,4,online,West,29,18-30,6,1234-3000,2440.1,406.68
0,4,online,West,24,18-30,4,1234-3000,2642.1,660.53
0,4,online,West,24,18-30,7,286-582,428.86,61.27
1,1,in-store,North,25,18-30,5,583-1233,677.92,135.58
0,3,online,East,32,31-45,3,1234-3000,1886.5,628.83
1,1,in-store,North,62,62-85,2,286-582,367.2,183.60
0,4,online,West,38,31-45,6,1234-3000,2425,404.17
0,4,online,West,51,46-61,2,583-1233,1213.5,606.75
0,2,online,South,55,46-61,4,5-285,161.54,40.39
1,4,in-store,West,41,31-45,4,1234-3000,1797.5,449.38
0,4,online,West,38,31-45,6,1234-3000,1875.1,312.52
0,2,online,South,62,62-85,3,5-285,92.879,30.96
0,4,online,West,31,31-45,6,583-1233,1154.9,192.48
0,4,online,West,28,18-30,7,583-1233,1074.7,153.53
0,3,online,East,57,46-61,5,1234-3000,1942.1,388.42
1,1,in-store,North,52,46-61,7,286-582,337.52,48.22
1,1,in-store,North,34,31-45,7,286-582,554.13,79.16
0,2,online,South,39,31-45,4,5-285,115.09,28.77
1,4,in-store,West,54,46-61,5,286-582,432.33,86.47
0,2,online,South,57,46-61,3,286-582,285.03,95.01
0,3,online,East,36,31-45,6,1234-3000,2535.3,422.55
1,4,in-store,West,45,31-45,5,1234-3000,1664.6,332.92
0,4,online,West,62,62-85,7,1234-3000,1904.6,272.09
1,1,in-store,North,45,31-45,6,583-1233,1078.1,179.68
0,3,online,East,47,46-61,7,286-582,544.97,77.85
0,2,online,South,84,62-85,5,5-285,77.536,15.51
1,1,in-store,North,34,31-45,6,5-285,217.45,36.24
0,2,online,South,49,46-61,3,286-582,438.12,146.04
1,1,in-store,North,25,18-30,6,5-285,83.374,13.90
0,4,online,West,40,31-45,5,583-1233,1121.7,224.34
0,4,online,West,56,46-61,5,583-1233,1130.9,226.18
0,4,online,West,18,18-30,4,583-1233,978.08,244.52
0,2,online,South,75,62-85,4,5-285,253.86,63.47
1,4,in-store,West,26,18-30,5,5-285,84.142,16.83
1,1,in-store,North,40,31-45,1,286-582,328.38,328.38
1,4,in-store,West,38,31-45,7,1234-3000,1331.1,190.16
0,3,online,East,31,31-45,2,1234-3000,1712.9,856.45
0,4,online,West,39,31-45,3,1234-3000,2483.9,827.97
0,2,online,South,33,31-45,3,5-285,270.98,90.33
1,1,in-store,North,54,46-61,4,286-582,562.35,140.59
1,3,in-store,East,56,46-61,2,5-285,112.31,56.16
0,2,online,South,42,31-45,3,286-582,286.35,95.45
0,4,online,West,48,46-61,7,5-285,215.86,30.84
0,2,online,South,35,31-45,8,286-582,431.26,53.91
1,1,in-store,North,47,46-61,1,5-285,137.37,137.37
1,3,in-store,East,27,18-30,1,286-582,385.71,385.71
1,3,in-store,East,49,46-61,7,583-1233,739.09,105.58
0,2,online,South,44,31-45,2,5-285,153.27,76.64
0,2,online,South,34,31-45,2,5-285,135.77,67.89
0,4,online,West,20,18-30,7,1234-3000,1840.5,262.93
1,3,in-store,East,49,46-61,5,5-285,284.79,56.96
1,3,in-store,East,32,31-45,5,5-285,166.35,33.27
1,1,in-store,North,24,18-30,6,583-1233,731.03,121.84
0,2,online,South,84,62-85,5,286-582,447.83,89.57
1,4,in-store,West,29,18-30,5,5-285,74.577,14.92
0,3,online,East,22,18-30,4,1234-3000,2125.6,531.40
0,2,online,South,62,62-85,6,5-285,116.88,19.48
0,3,online,East,62,62-85,3,583-1233,848.11,282.70
0,2,online,South,83,62-85,1,286-582,474.47,474.47
0,3,online,East,36,31-45,2,583-1233,952.09,476.05
1,1,in-store,North,63,62-85,6,286-582,383.11,63.85
1,1,in-store,North,32,31-45,2,286-582,392.05,196.03
0,4,online,West,26,18-30,2,583-1233,777.12,388.56
1,1,in-store,North,63,62-85,4,286-582,494.22,123.56
1,3,in-store,East,36,31-45,7,286-582,352.24,50.32
1,4,in-store,West,43,31-45,4,286-582,413.56,103.39
1,1,in-store,North,46,46-61,6,286-582,385.92,64.32
0,4,online,West,38,31-45,6,1234-3000,2474.2,412.37
1,1,in-store,North,27,18-30,2,583-1233,664.74,332.37
1,1,in-store,North,36,31-45,1,583-1233,591.53,591.53
0,2,online,South,76,62-85,8,286-582,439.7,54.96
0,2,online,South,63,62-85,7,286-582,375.9,53.70
0,2,online,South,28,18-30,2,5-285,132.55,66.28
1,1,in-store,North,54,46-61,7,286-582,554.88,79.27
1,1,in-store,North,41,31-45,3,5-285,239.4,79.80
0,3,online,East,26,18-30,3,1234-3000,2520.4,840.13
1,3,in-store,East,27,18-30,1,5-285,156.46,156.46
1,4,in-store,West,39,31-45,6,1234-3000,1433.2,238.87
0,2,online,South,85,62-85,3,5-285,19.365,6.46
0,2,online,South,53,46-61,3,286-582,470.46,156.82
0,3,online,East,34,31-45,6,1234-3000,1654.5,275.75
0,4,online,West,39,31-45,6,1234-3000,2489.7,414.95
0,2,online,South,63,62-85,7,286-582,375.12,53.59
1,4,in-store,West,46,46-61,3,1234-3000,1335.7,445.23
0,2,online,South,54,46-61,7,5-285,184.38,26.34
0,4,online,West,50,46-61,6,286-582,490.05,81.68
1,4,in-store,West,29,18-30,2,583-1233,720.01,360.01
0,4,online,West,52,46-61,1,1234-3000,1835.8,1835.80
1,3,in-store,East,54,46-61,6,5-285,87.256,14.54
1,4,in-store,West,36,31-45,4,286-582,326.73,81.68
1,4,in-store,West,27,18-30,3,583-1233,820.51,273.50
1,4,in-store,West,29,18-30,4,1234-3000,1747.9,436.98
1,4,in-store,West,42,31-45,2,583-1233,684.89,342.45
0,2,online,South,38,31-45,5,5-285,233.36,46.67
0,2,online,South,74,62-85,3,5-285,69.965,23.32
0,2,online,South,32,31-45,3,286-582,324.91,108.30
0,2,online,South,32,31-45,2,286-582,328.26,164.13
1,1,in-store,North,37,31-45,1,5-285,162.37,162.37
1,4,in-store,West,21,18-30,5,1234-3000,1997.7,399.54
1,1,in-store,North,62,62-85,4,583-1233,860.48,215.12
1,1,in-store,North,22,18-30,6,583-1233,1087.7,181.28
1,4,in-store,West,42,31-45,4,1234-3000,1951.1,487.78
1,4,in-store,West,52,46-61,4,583-1233,631.36,157.84
1,4,in-store,West,51,46-61,5,286-582,533.41,106.68
0,2,online,South,45,31-45,6,286-582,329.28,54.88
0,4,online,West,50,46-61,3,583-1233,1068.6,356.20
1,4,in-store,West,34,31-45,2,1234-3000,1872.8,936.40
1,1,in-store,North,66,62-85,4,5-285,134.76,33.69
1,1,in-store,North,43,31-45,3,583-1233,713.32,237.77
1,3,in-store,East,56,46-61,4,583-1233,639.39,159.85
1,1,in-store,North,30,18-30,8,286-582,502.86,62.86
0,3,online,East,18,18-30,6,1234-3000,2776.6,462.77
0,2,online,South,41,31-45,2,5-285,243.55,121.78
0,4,online,West,55,46-61,2,583-1233,1136.3,568.15
1,1,in-store,North,49,46-61,2,583-1233,749.9,374.95
0,2,online,South,83,62-85,6,286-582,479.48,79.91
1,4,in-store,West,35,31-45,4,583-1233,703.58,175.90
1,1,in-store,North,49,46-61,1,286-582,326.08,326.08
1,1,in-store,North,28,18-30,5,286-582,497.85,99.57
1,4,in-store,West,37,31-45,3,1234-3000,1988.1,662.70
1,1,in-store,North,42,31-45,3,583-1233,941.98,313.99
0,4,online,West,24,18-30,2,5-285,138.79,69.40
0,4,online,West,49,46-61,7,583-1233,967.63,138.23
1,1,in-store,North,64,62-85,5,583-1233,882.69,176.54
1,3,in-store,East,73,62-85,1,286-582,417.61,417.61
1,1,in-store,North,38,31-45,7,1234-3000,1565.6,223.66
1,1,in-store,North,34,31-45,2,286-582,388.07,194.04
0,4,online,West,46,46-61,7,583-1233,1188.7,169.81
0,2,online,South,48,46-61,1,286-582,460.65,460.65
1,3,in-store,East,39,31-45,5,286-582,323.87,64.77
1,1,in-store,North,45,31-45,4,583-1233,838.02,209.51
0,2,online,South,40,31-45,2,5-285,35.421,17.71
0,4,online,West,57,46-61,5,583-1233,746.64,149.33
0,2,online,South,52,46-61,8,286-582,372.58,46.57
1,4,in-store,West,50,46-61,3,583-1233,1045.4,348.47
1,3,in-store,East,52,46-61,5,583-1233,747.3,149.46
1,4,in-store,West,33,31-45,6,583-1233,694.42,115.74
0,3,online,East,20,18-30,7,1234-3000,2167.8,309.69
1,3,in-store,East,68,62-85,6,5-285,187.05,31.18
0,4,online,West,53,46-61,2,1234-3000,1768,884.00
0,3,online,East,48,46-61,7,1234-3000,2407.3,343.90
0,3,online,East,46,46-61,3,1234-3000,1273.7,424.57
1,1,in-store,North,43,31-45,2,583-1233,676.45,338.23
0,4,online,West,56,46-61,5,583-1233,1009.3,201.86
1,4,in-store,West,27,18-30,4,286-582,473.29,118.32
0,2,online,South,36,31-45,3,286-582,408.64,136.21
0,2,online,South,56,46-61,6,5-285,78.386,13.06
1,4,in-store,West,31,31-45,3,583-1233,870.44,290.15
1,4,in-store,West,53,46-61,5,583-1233,816.41,163.28
1,4,in-store,West,44,31-45,3,5-285,247.23,82.41
0,2,online,South,36,31-45,7,286-582,295.17,42.17
0,2,online,South,73,62-85,5,5-285,21.832,4.37
1,1,in-store,North,58,46-61,3,5-285,191.74,63.91
0,4,online,West,35,31-45,2,1234-3000,1463.4,731.70
1,3,in-store,East,72,62-85,7,583-1233,606.59,86.66
1,3,in-store,East,73,62-85,3,286-582,502.96,167.65
0,4,online,West,53,46-61,6,583-1233,690.65,115.11
1,3,in-store,East,57,46-61,3,5-285,193.75,64.58
1,1,in-store,North,68,62-85,3,583-1233,677.67,225.89
1,4,in-store,West,37,31-45,7,583-1233,1029.2,147.03
1,4,in-store,West,33,31-45,2,583-1233,876.41,438.21
1,1,in-store,North,47,46-61,3,1234-3000,1627.4,542.47
1,1,in-store,North,26,18-30,4,286-582,383.03,95.76
1,3,in-store,East,66,62-85,7,5-285,257.22,36.75
1,4,in-store,West,48,46-61,3,583-1233,593.08,197.69
1,4,in-store,West,37,31-45,1,1234-3000,1752.7,1752.70
1,3,in-store,East,70,62-85,2,583-1233,644.25,322.13
1,4,in-store,West,39,31-45,4,286-582,445.15,111.29
0,4,online,West,24,18-30,8,1234-3000,2584.7,323.09
1,1,in-store,North,30,18-30,4,1234-3000,1351.4,337.85
1,4,in-store,West,24,18-30,8,1234-3000,1584.6,198.08
1,1,in-store,North,47,46-61,8,583-1233,694.76,86.85
1,4,in-store,West,36,31-45,6,286-582,449.59,74.93
0,4,online,West,37,31-45,3,1234-3000,2886.2,962.07
1,4,in-store,West,37,31-45,4,5-285,228.19,57.05
0,2,online,South,43,31-45,6,5-285,274.9,45.82
1,1,in-store,North,64,62-85,4,583-1233,963.74,240.94
0,2,online,South,38,31-45,8,286-582,404.8,50.60
0,2,online,South,35,31-45,7,5-285,64.996,9.29
1,1,in-store,North,53,46-61,4,5-285,166.79,41.70
0,2,online,South,51,46-61,2,5-285,103.07,51.54
1,1,in-store,North,63,62-85,5,583-1233,636.93,127.39
1,1,in-store,North,43,31-45,3,5-285,92.223,30.74
0,4,online,West,21,18-30,4,1234-3000,2275.3,568.83
1,4,in-store,West,41,31-45,6,583-1233,641.37,106.90
1,4,in-store,West,34,31-45,7,583-1233,626.98,89.57
0,3,online,East,50,46-61,5,1234-3000,1326.1,265.22
0,4,online,West,24,18-30,5,1234-3000,1926,385.20
0,2,online,South,62,62-85,5,5-285,208.74,41.75
1,1,in-store,North,39,31-45,4,583-1233,818.08,204.52
0,2,online,South,63,62-85,5,286-582,340.94,68.19
1,1,in-store,North,67,62-85,3,583-1233,832.21,277.40
0,3,online,East,36,31-45,8,286-582,496.27,62.03
1,4,in-store,West,47,46-61,5,583-1233,770.96,154.19
1,4,in-store,West,24,18-30,8,5-285,247.64,30.96
1,4,in-store,West,35,31-45,7,1234-3000,1612.8,230.40
1,4,in-store,West,21,18-30,2,583-1233,896.91,448.46
1,4,in-store,West,24,18-30,6,1234-3000,1895.2,315.87
1,4,in-store,West,30,18-30,3,1234-3000,1602.9,534.30
1,4,in-store,West,20,18-30,3,5-285,213.91,71.30
0,4,online,West,24,18-30,5,1234-3000,2085.2,417.04
0,2,online,South,51,46-61,5,5-285,221.58,44.32
0,4,online,West,29,18-30,8,1234-3000,1472.4,184.05
1,1,in-store,North,56,46-61,6,286-582,481.27,80.21
0,3,online,East,30,18-30,4,1234-3000,1639.8,409.95
0,2,online,South,52,46-61,8,5-285,148.67,18.58
1,1,in-store,North,42,31-45,4,286-582,495.97,123.99
1,4,in-store,West,28,18-30,2,1234-3000,1460.3,730.15
0,4,online,West,41,31-45,5,5-285,139.38,27.88
1,1,in-store,North,44,31-45,6,583-1233,938.52,156.42
1,4,in-store,West,23,18-30,6,583-1233,614.99,102.50
0,3,online,East,41,31-45,3,1234-3000,2669.4,889.80
0,3,online,East,49,46-61,5,583-1233,815.64,163.13
1,1,in-store,North,34,31-45,5,583-1233,1081.4,216.28
0,2,online,South,54,46-61,5,286-582,477.46,95.49
0,2,online,South,31,31-45,2,286-582,407.34,203.67
0,2,online,South,61,46-61,3,286-582,394.01,131.34
1,4,in-store,West,53,46-61,4,1234-3000,1239.5,309.88
0,2,online,South,52,46-61,5,5-285,40.625,8.13
1,4,in-store,West,54,46-61,4,583-1233,1220.6,305.15
0,2,online,South,74,62-85,2,5-285,156.17,78.09
0,2,online,South,44,31-45,3,5-285,122.59,40.86
0,4,online,West,46,46-61,6,583-1233,750.52,125.09
0,4,online,West,38,31-45,3,286-582,379.62,126.54
1,3,in-store,East,54,46-61,2,5-285,74.013,37.01
0,3,online,East,56,46-61,6,1234-3000,2802.4,467.07
0,4,online,West,22,18-30,4,583-1233,932.14,233.04
1,1,in-store,North,43,31-45,5,1234-3000,1558.7,311.74
1,1,in-store,North,42,31-45,3,583-1233,693.78,231.26
1,3,in-store,East,62,62-85,1,5-285,267.88,267.88
0,3,online,East,34,31-45,3,1234-3000,2736.4,912.13
0,2,online,South,31,31-45,2,5-285,63.776,31.89
1,4,in-store,West,27,18-30,8,583-1233,1179.1,147.39
0,2,online,South,58,46-61,3,286-582,325.41,108.47
0,2,online,South,75,62-85,3,5-285,169.02,56.34
1,1,in-store,North,49,46-61,8,583-1233,979.16,122.40
0,2,online,South,44,31-45,6,286-582,487.69,81.28
0,3,online,East,51,46-61,4,1234-3000,1392.9,348.23
1,1,in-store,North,50,46-61,7,286-582,326.79,46.68
0,4,online,West,60,46-61,6,1234-3000,1781.6,296.93
0,3,online,East,46,46-61,7,1234-3000,1568.8,224.11
0,3,online,East,35,31-45,4,1234-3000,2100.1,525.03
1,3,in-store,East,69,62-85,5,286-582,426.05,85.21
1,3,in-store,East,45,31-45,4,583-1233,668,167.00
1,1,in-store,North,52,46-61,5,583-1233,1194.2,238.84
1,1,in-store,North,28,18-30,2,286-582,328.78,164.39
0,2,online,South,30,18-30,4,286-582,407.03,101.76
0,2,online,South,57,46-61,4,5-285,81.084,20.27
0,4,online,West,25,18-30,6,583-1233,1051.5,175.25
1,3,in-store,East,58,46-61,2,583-1233,885.49,442.75
1,1,in-store,North,33,31-45,4,286-582,508.23,127.06
1,1,in-store,North,26,18-30,5,583-1233,943.06,188.61
0,2,online,South,78,62-85,2,5-285,230.02,115.01
0,2,online,South,64,62-85,2,286-582,476.16,238.08
0,2,online,South,72,62-85,7,5-285,50.167,7.17
1,3,in-store,East,34,31-45,7,5-285,59.636,8.52
0,3,online,East,60,46-61,5,1234-3000,2086.5,417.30
1,4,in-store,West,47,46-61,5,583-1233,610.6,122.12
0,4,online,West,25,18-30,4,1234-3000,2597.2,649.30
1,4,in-store,West,43,31-45,8,583-1233,1087.7,135.96
0,2,online,South,72,62-85,6,5-285,102.48,17.08
0,2,online,South,37,31-45,3,5-285,274.75,91.58
0,3,online,East,38,31-45,5,583-1233,1091,218.20
1,1,in-store,North,55,46-61,6,286-582,532.42,88.74
1,1,in-store,North,29,18-30,4,1234-3000,1672.5,418.13
1,1,in-store,North,57,46-61,3,286-582,299.81,99.94
1,1,in-store,North,70,62-85,5,286-582,396.08,79.22
1,1,in-store,North,24,18-30,7,1234-3000,1711.7,244.53
0,3,online,East,55,46-61,1,5-285,141.85,141.85
1,3,in-store,East,33,31-45,7,286-582,388.3,55.47
1,4,in-store,West,36,31-45,3,583-1233,898.1,299.37
0,4,online,West,56,46-61,7,1234-3000,1544.1,220.59
1,3,in-store,East,71,62-85,4,583-1233,896.02,224.01
0,3,online,East,38,31-45,4,1234-3000,2981.9,745.48
0,2,online,South,77,62-85,5,286-582,332.16,66.43
1,4,in-store,West,42,31-45,5,286-582,491.43,98.29
1,4,in-store,West,48,46-61,6,583-1233,1166.2,194.37
1,4,in-store,West,26,18-30,5,5-285,249.95,49.99
1,1,in-store,North,24,18-30,4,1234-3000,1769.2,442.30
0,3,online,East,59,46-61,6,583-1233,1230.6,205.10
0,2,online,South,57,46-61,4,286-582,413.54,103.39
0,4,online,West,31,31-45,7,1234-3000,1541.5,220.21
1,4,in-store,West,38,31-45,8,1234-3000,1605.6,200.70
0,4,online,West,34,31-45,8,1234-3000,1718.1,214.76
1,3,in-store,East,74,62-85,7,5-285,114.42,16.35
1,1,in-store,North,61,46-61,3,583-1233,862.37,287.46
1,4,in-store,West,35,31-45,2,1234-3000,1373.7,686.85
0,4,online,West,37,31-45,7,1234-3000,2690,384.29
0,4,online,West,27,18-30,2,1234-3000,1623.9,811.95
1,1,in-store,North,51,46-61,8,583-1233,948.98,118.62
1,3,in-store,East,59,46-61,1,583-1233,609.95,609.95
0,3,online,East,59,46-61,7,583-1233,1132.4,161.77
1,1,in-store,North,24,18-30,3,583-1233,1148,382.67
1,4,in-store,West,27,18-30,4,1234-3000,1788.4,447.10
1,1,in-store,North,67,62-85,3,286-582,453.96,151.32
1,3,in-store,East,38,31-45,5,286-582,541.51,108.30
0,4,online,West,24,18-30,2,1234-3000,1809.7,904.85
1,1,in-store,North,55,46-61,7,5-285,111.22,15.89
1,3,in-store,East,37,31-45,6,583-1233,995.51,165.92
1,4,in-store,West,40,31-45,2,286-582,546.86,273.43
1,1,in-store,North,24,18-30,2,583-1233,1042.3,521.15
0,3,online,East,39,31-45,2,1234-3000,1842.7,921.35
0,2,online,South,76,62-85,6,5-285,251.4,41.90
1,4,in-store,West,36,31-45,2,1234-3000,1443.6,721.80
0,4,online,West,30,18-30,7,583-1233,983.62,140.52
0,2,online,South,29,18-30,1,5-285,187.95,187.95
0,2,online,South,56,46-61,4,5-285,172.16,43.04
1,3,in-store,East,34,31-45,2,5-285,229.57,114.79
0,2,online,South,80,62-85,4,5-285,246.11,61.53
0,4,online,West,35,31-45,4,1234-3000,2392.3,598.08
1,4,in-store,West,34,31-45,2,583-1233,685.45,342.73
0,2,online,South,37,31-45,7,5-285,95.508,13.64
1,1,in-store,North,50,46-61,3,583-1233,813,271.00
0,3,online,East,24,18-30,2,1234-3000,1781.4,890.70
1,3,in-store,East,30,18-30,3,286-582,384.41,128.14
0,2,online,South,47,46-61,6,5-285,71.645,11.94
1,4,in-store,West,39,31-45,2,1234-3000,1981,990.50
1,1,in-store,North,25,18-30,3,583-1233,1198.7,399.57
1,3,in-store,East,54,46-61,7,583-1233,835.58,119.37
1,4,in-store,West,29,18-30,3,583-1233,1195.3,398.43
0,4,online,West,44,31-45,4,1234-3000,1730.9,432.73
1,4,in-store,West,46,46-61,8,583-1233,1129,141.13
